artista,album,tipo,fecha_lanzamiento,precision_fecha,total_tracks,anio
Loquillo,Sonríe,single,2020-06-12,day,1,2020
Loquillo,"La mafia del baile, la ley del compás",single,2021-05-21,day,1,2021
Loquillo,La Libertad,single,2021-12-21,day,1,2021
Loquillo,Tantas veces me he jugado el corazón que lo he perdido (feat. Loquillo),single,2022-01-14,day,1,2022
Loquillo,El Rey,single,2022-04-08,day,1,2022
Loquillo,Diario de una tregua,album,2022-04-29,day,10,2022
Loquillo,El Rey (Nueva versión),single,2023-09-22,day,1,2023
Loquillo,Nada podrá salvarte,single,2023-11-30,day,1,2023
Loquillo,La vida es de los que arriesgan,album,2023-12-21,day,18,2023
Loquillo,El año que mataron a Salvador (Nueva mezcla 2024),single,2024-07-19,day,1,2024
Loquillo,Mujeres en pie de guerra (XX Aniversario - Nuevas mezclas),album,2024-10-04,day,9,2024
Loquillo,Europa,album,2025-03-14,day,9,2025
Loquillo,"Feo, fuerte y formal (feat. Dani Martín)",single,2025-04-04,day,1,2025
Loquillo,Corazones legendarios,album,2025-09-26,day,23,2025
Lori Meyers,Viaje De Estudios,album,2004-01-01,year,17,2004
Lori Meyers,Hostal Pimodan,album,2006-01-01,day,19,2006
Lori Meyers,Cronolanea,album,2008-01-01,day,13,2008
Lori Meyers,Cuando El Destino Nos Alcance,album,2010-01-01,day,11,2010
Lori Meyers,Mi Realidad (Sidechains Remix),single,2010-01-01,day,1,2010
Lori Meyers,Mi Realidad (David Kano Remix),single,2010-01-01,day,1,2010
Lori Meyers,Impronta,album,2013-01-01,day,12,2013
Lori Meyers,Hombre A Tierra (De La B.S.O. Los Juegos Del Hambre: En Llamas),single,2013-01-01,day,1,2013
Lori Meyers,Telescopio Hubble,single,2015-04-07,day,1,2015
Lori Meyers,En La Espiral,album,2017-02-17,day,13,2017
Lori Meyers,Directo En Madrid Wizink Center,album,2020-01-23,day,30,2020
Lori Meyers,Tercer Tipo,single,2020-04-03,day,1,2020
Lori Meyers,Siempre Brilla El Sol (Acústico),single,2020-06-03,day,1,2020
Lori Meyers,Punk,single,2021-04-13,day,1,2021
Lori Meyers,Presente,single,2021-05-13,day,1,2021
Lori Meyers,Hacerte Volar,single,2021-07-19,day,1,2021
Lori Meyers,No Hay Excusa,single,2021-10-19,day,1,2021
Lori Meyers,Espacios Infinitos,album,2021-10-21,day,11,2021
Lori Meyers,Vámonos De Aquí,single,2022-03-17,day,1,2022
Lori Meyers,Vuelvo a Granada,single,2022-04-01,day,1,2022
Lori Meyers,Déjà vu,single,2022-04-21,day,1,2022
Lori Meyers,1000 Noches,single,2022-06-23,day,1,2022
Lori Meyers,Házmelo Saber (Villancico),single,2022-12-15,day,1,2022
Lori Meyers,No Me Merecía La Pena,single,2023-04-13,day,1,2023
Lori Meyers,Tú Ya No Dices Nada,single,2023-12-12,day,1,2023
Lori Meyers,MODA,single,2024-09-26,day,1,2024
Lori Meyers,Hacerte Volar (INNMIR Remix),single,2025-03-20,day,1,2025
Lori Meyers,EN LO TOTAL,single,2026-04-15,day,1,2026
Lori Meyers,MALAFOLLÁ,single,2026-06-04,day,1,2026
Los Secretos,Los Secretos,album,1981-01-15,day,12,1981
Los Secretos,Algo Más,album,1983-04-02,day,10,1983
Los Secretos,Primer Cruce y Continuará,album,1987-01-01,day,18,1987
Los Secretos,Directo,album,1988-01-01,day,24,1988
Los Secretos,La Calle Del Olvido,album,1989-01-01,day,10,1989
Los Secretos,Adios Tristeza,album,1991-01-01,day,11,1991
Los Secretos,Cambio De Planes,album,1993-01-01,day,11,1993
Los Secretos,Dos Caras Distintas,album,1995-01-01,day,13,1995
Los Secretos,A Tu Lado,album,2000-01-01,day,17,2000
Los Secretos,Solo Para Escuchar,album,2002-11-15,day,11,2002
Los Secretos,Con Cierto Sentido,album,2003-11-17,day,15,2003
Los Secretos,Una y mil veces,album,2006-04-17,day,12,2006
Los Secretos,30 años,album,2007-01-01,year,38,2007
Los Secretos,No no no,single,2008-09-16,day,1,2008
Los Secretos,Gracias por elegirme,album,2008-12-09,day,30,2008
Los Secretos,En este mundo raro,album,2011-09-16,day,13,2011
Los Secretos,Sinfónico,album,2012-10-30,day,10,2012
Los Secretos,Cuéntame,single,2014-01-14,day,1,2014
Los Secretos,Ponte en la fila,single,2015-04-21,day,1,2015
Los Secretos,Algo prestado,album,2015-05-08,day,12,2015
Los Secretos,Amb Tu Sempre,single,2015-07-12,day,1,2015
Los Secretos,Los Secretos (Edición 35 Aniversario),album,2015-10-30,day,27,2015
Los Secretos,Una vida a tu lado,album,2017-11-03,day,77,2017
Los Secretos,Mi paraíso,album,2019-09-20,day,12,2019
Los Secretos,Desde Que No Nos Vemos - Concierto Homenaje a Enrique Urquijo (En Directo / WiZink Center / Madrid / 17-11-2019),album,2021-11-18,day,20,2021
Love of Lesbian,Is It Fiction?,album,2001-01-01,day,12,2001
Love of Lesbian,Ungravity,album,2003-01-01,day,12,2003
Love of Lesbian,Maniobras de Escapismo,album,2005-01-01,day,12,2005
Love of Lesbian,Cuentos Chinos para Niños del Japón,album,2007-01-01,day,14,2007
Love of Lesbian,1999 (o como generar incendios de nieve con una lupa enfocando la luna),album,2009-03-31,day,14,2009
Love of Lesbian,Allí donde solíamos gritar (Remixed by DJ Amable),single,2009-08-04,day,1,2009
Love of Lesbian,Lucha De Gigantes,single,2010-01-01,day,1,2010
Love of Lesbian,John boy,single,2010-12-10,day,4,2010
Love of Lesbian,Ultimos dias de 1999. Aquellas noches de incendio (Live),single,2011-09-13,day,4,2011
Love of Lesbian,La noche eterna. Los días no vividos,album,2012-05-18,day,18,2012
Love of Lesbian,"Si tu me dices Ben, yo digo Affleck (Rmx EME DJ)",single,2013-04-23,day,1,2013
Love of Lesbian,Fantastic Shine,single,2013-06-04,day,1,2013
Love of Lesbian,Víctimas del porno (A tu laíto),single,2014-05-13,day,1,2014
Love of Lesbian,Manifiesto delirista,single,2014-05-13,day,1,2014
Love of Lesbian,Mal español,single,2014-05-13,day,1,2014
Love of Lesbian,Bajo el volcán,single,2016-01-15,day,1,2016
Love of Lesbian,Cuando no me ves,single,2016-02-05,day,1,2016
Love of Lesbian,El Yin y el Yen,single,2016-02-12,day,1,2016
Love of Lesbian,Psiconautas,single,2016-02-26,day,1,2016
Love of Lesbian,El Poeta Halley,album,2016-03-04,day,13,2016
Love of Lesbian,I.M.T. (Incapacidad Moral Transitoria),single,2017-04-07,day,1,2017
Love of Lesbian,"Nouvelle Cuisine Canibal, Vol. II",single,2017-04-26,day,3,2017
Love of Lesbian,Tan bé amb mi,single,2017-07-12,day,1,2017
Love of Lesbian,Planeador,single,2017-10-06,day,1,2017
Love of Lesbian,Belice (En directo),single,2018-04-27,day,1,2018
Love of Lesbian,Nadie por las calles (En directo),single,2018-05-04,day,1,2018
Love of Lesbian,Oniria e insomnia (En directo),single,2018-05-11,day,1,2018
Love of Lesbian,El gran truco final,album,2018-05-18,day,22,2018
Love of Lesbian,Reina Leia,single,2018-06-08,day,1,2018
Love of Lesbian,"El astronauta que vio a Elvis (De ""Memorias de un hombre en pijama"")",single,2018-11-16,day,1,2018
Love of Lesbian,"Charlize SolTherón (De ""Memorias de un hombre en pijama"")",single,2019-01-04,day,1,2019
Love of Lesbian,La fuerza del destino,single,2019-03-22,day,1,2019
Love of Lesbian,Cosmos (Antisistema Solar),single,2020-11-25,day,1,2020
Love of Lesbian,Viaje épico hacia la nada,single,2020-12-29,day,1,2020
Love of Lesbian,El mundo,single,2021-01-27,day,1,2021
Love of Lesbian,El sur (feat. Bunbury),single,2021-03-03,day,1,2021
Love of Lesbian,Los irrompibles,single,2021-04-14,day,1,2021
Love of Lesbian,V.E.H.N. (Viaje épico hacia la nada),album,2021-04-16,day,12,2021
Love of Lesbian,El mundo (feat. Gaby Moreno),single,2021-07-08,day,1,2021
Love of Lesbian,Santa Lucía (En directo 2023),single,2023-04-21,day,1,2023
Love of Lesbian,La Bestia (feat. Love Of Lesbian),single,2023-04-26,day,1,2023
Love of Lesbian,Club de Fans de John Boy,single,2023-10-05,day,1,2023
Love of Lesbian,Allí Donde Solíamos Gritar,single,2024-02-15,day,1,2024
Love of Lesbian,Contradicción,single,2024-04-26,day,1,2024
Love of Lesbian,¿Qué vas a saber?,single,2024-05-31,day,1,2024
Love of Lesbian,La hermandad,single,2024-07-05,day,1,2024
Love of Lesbian,Tesis,single,2024-08-30,day,1,2024
Love of Lesbian,La Champions y el Mundial (feat. Leiva),single,2024-10-10,day,1,2024
Love of Lesbian,Ejército de salvación,album,2024-10-11,day,11,2024
Love of Lesbian,Tu nombre,single,2025-10-23,day,1,2025
Love of Lesbian,La hermandad (Bea Miau Remix),single,2026-02-27,day,1,2026
Love of Lesbian,Ejército de salvación (Ale Acosta Remix),single,2026-04-17,day,1,2026
Love of Lesbian,Ojalá (feat. Judit Neddermann),single,2026-07-10,day,1,2026
Melendi,Que El Cielo Espere Sentao..,album,2005-01-01,year,12,2005
Melendi,Sin Noticias De Holanda,album,2006-07-14,day,16,2006
Melendi,Gangs Of London,single,2006-07-28,day,1,2006
Melendi,Himno eventual del Real Oviedo,single,2006-09-01,day,1,2006
Melendi,Kisiera yo saber,single,2006-10-20,day,1,2006
Melendi,Mientras No Cueste Trabajo,album,2006-11-13,day,12,2006
Melendi,Con sólo una sonrisa,single,2007-06-01,day,1,2007
Melendi,Con la luna llena,single,2007-06-01,day,1,2007
Melendi,Caminando por la vida,single,2007-06-01,day,1,2007
Melendi,Calle la Pantomima,single,2007-06-15,day,1,2007
Melendi,Me gusta el fútbol,single,2007-08-17,day,1,2007
Melendi,Mientras No Cueste Más Trabajo,album,2007-09-28,day,20,2007
Melendi,Por amarte tanto,single,2007-10-05,day,1,2007
Melendi,El Nano,single,2008-02-29,day,1,2008
Melendi,Carlota,single,2008-03-28,day,1,2008
Melendi,Caminando Por La Vida [USA Release],album,2008-04-22,day,12,2008
Melendi,Un violinista en tu tejado,single,2008-08-15,day,1,2008
Melendi,Curiosa La Cara De Tu Padre,album,2008-09-16,day,14,2008
Melendi,Aún Más Curiosa La Cara De Tu Padre,album,2009-03-24,day,21,2009
Melendi,Volvamos a empezar (Deluxe edition),album,2010-10-29,day,15,2010
Melendi,Volvamos a empezar,album,2010-10-29,day,12,2010
Melendi,Ulls dolços,single,2011-07-12,day,1,2011
Melendi,Marco,single,2011-12-27,day,1,2011
Melendi,Cuestion de prioridades por el cuerno de Africa,single,2012-01-20,day,1,2012
Melendi,Lágrimas desordenadas (Deluxe),album,2012-11-13,day,14,2012
Melendi,Lágrimas desordenadas,album,2012-11-13,day,11,2012
Melendi,Mi generación,single,2013-11-05,day,1,2013
Melendi,Tocado y hundido,single,2014-09-16,day,1,2014
Melendi,Un alumno más,album,2014-11-25,day,11,2014
Melendi,Más allá de nuestros recuerdos (Hit),single,2015-01-11,day,1,2015
Melendi,Directo a Septiembre (Gira Un Alumno Más),album,2015-12-04,day,28,2015
Melendi,Quítate las Gafas,album,2016-11-11,day,11,2016
Melendi,Yo me veo contigo,single,2016-11-11,day,1,2016
Melendi,Existen los ángeles,single,2016-11-11,day,1,2016
Melendi,Destino o casualidad,single,2016-11-11,day,1,2016
Melendi,Yo me veo contigo,album,2017-12-08,day,69,2017
Melendi,El Arrepentido,single,2018-01-19,day,1,2018
Melendi,Ahora,album,2018-03-09,day,11,2018
Melendi,Destino o casualidad,single,2018-05-01,day,1,2018
Melendi,Mírame (Acústico),single,2018-06-15,day,1,2018
Melendi,Aves de Paso,single,2018-07-27,day,1,2018
Melendi,Besos a la Lona,single,2018-11-30,day,1,2018
Melendi,El Cielo Nunca Cambiará,single,2019-01-11,day,1,2019
Melendi,Dímelo,single,2019-08-22,day,1,2019
Melendi,Por Encima de la Bruma,single,2019-10-11,day,1,2019
Melendi,El Ciego,single,2019-10-18,day,1,2019
Melendi,10:20:40,album,2019-11-29,day,11,2019
Melendi,Desde cero (con Melendi),single,2021-01-13,day,1,2021
Melendi,La Boca Junta,single,2021-07-29,day,1,2021
Melendi,Simplemente Dilo,single,2021-10-07,day,1,2021
Melendi,Likes y Cicatrices,album,2021-11-05,day,11,2021
Melendi,Virgen de las Nieves,single,2021-11-22,day,1,2021
Melendi,SI ELLA SUPIERA,single,2022-09-02,day,1,2022
Melendi,Pan Para Yolanda,single,2022-10-06,day,1,2022
Melendi,Gracias Por Venir,single,2023-02-11,day,1,2023
Melendi,Con La Luna Llena,single,2023-09-08,day,1,2023
Melendi,Hablando En Plata,single,2023-10-06,day,1,2023
Melendi,Con Solo una Sonrisa,single,2023-10-27,day,1,2023
Melendi,Un Recuerdo Que Olvidar,single,2023-11-09,day,1,2023
Melendi,Sé lo Que Hicisteis (feat. Natos y Waor),single,2023-11-09,day,1,2023
Melendi,Sin Noticias de Holanda,single,2023-11-09,day,1,2023
Melendi,Por Amarte Tanto,single,2023-11-09,day,1,2023
Melendi,Mi Rumbita Pa´ Tus Pies,single,2023-11-09,day,1,2023
Melendi,El Informe del Forense,single,2023-11-09,day,1,2023
Melendi,Echarte a Suertes,single,2023-11-09,day,1,2023
Melendi,Desde Mi Ventana,single,2023-11-09,day,1,2023
Melendi,20 Años Sin Noticias,album,2023-11-10,day,14,2023
Melendi,Llegó la Navidad,single,2023-12-15,day,1,2023
Melendi,Himno del Centenario Real Oviedo,single,2025-07-10,day,1,2025
Melendi,El Secreto De Las Tortugas (MN&M Edition),single,2025-11-07,day,1,2025
Melendi,Fecha de Caducidad,single,2026-02-27,day,1,2026
Melendi,No Me Des la Tabarra,single,2026-03-27,day,1,2026
Melendi,Mentiras Arriesgadas,single,2026-04-24,day,1,2026
Melendi,Pop Rock,album,2026-05-08,day,11,2026
Sidonie,Dragonfly,single,2000-01-01,day,5,2000
Sidonie,Venusian Dreams,single,2001-01-01,year,3,2001
Sidonie,Sidonie,album,2002-01-01,day,12,2002
Sidonie,LET IT SHINE,single,2002-02-01,day,6,2002
Sidonie,Shell Kids,album,2003-09-22,day,14,2003
Sidonie,Fascinado,album,2005-03-17,day,11,2005
Sidonie,Costa Azul,album,2007-06-14,day,11,2007
Sidonie,Los Olvidados (Con Blanca Romero),single,2008-05-13,day,1,2008
Sidonie,Somriu (feat. Love Of Lesbian) [Smile],single,2008-10-08,day,1,2008
Sidonie,El Incendio,album,2009-08-18,day,13,2009
Sidonie,El Bosque,single,2011-09-10,day,1,2011
Sidonie,A Mil Años Luz,single,2011-10-04,day,1,2011
Sidonie,El Fluido Garcia,album,2011-10-18,day,12,2011
Sidonie,Sierra y Canada (Historia de Amor Asincronico),single,2014-02-24,day,1,2014
Sidonie,Sierra y Canada,album,2014-03-24,day,13,2014
Sidonie,Una Guitarra,single,2015-02-02,day,1,2015
Sidonie,Eclipse Personal,single,2015-12-11,day,1,2015
Sidonie,El Peor Grupo del Mundo,album,2016-09-30,day,10,2016
Sidonie,El Peor Grupo del Mundo (Guille Milkyway Remix) / Siglo XX (Edu Martínez Remix),single,2017-10-20,day,2,2017
Sidonie,Maravilloso,single,2018-06-15,day,1,2018
Sidonie,Lo Más Maravilloso,album,2018-11-23,day,20,2018
Sidonie,"Fascinados (feat. Joan Manuel Serrat, Leiva, Vetusta Morla, Iván Ferreiro, Loquillo, Zahara, Dani Martin, Albert Pla, Mikel (Izal), Noni (Lori Meyers), Santi Balmes, Xoel López, Anni B Sweet, Jeanette, Carlos Sadness, Nina (Morgan), Juan Alberto (Niños Mutantes), Miri Ros, Javiera Mena, Jorge Martí (La Habitación Roja), Rafa Val (Viva Suecia), Marc (Dorian), Alondra Bentley, Abraham Boba, CARLANGAS, La Bien Querida, Martí Perarnau IV (Mucho), Nita (Fuel Fandango) & Shuarma (Elefantes))",single,2018-11-23,day,1,2018
Sidonie,Me Llamo Abba (with Kimberley Tell),single,2020-04-09,day,1,2020
Sidonie,Verano del Amor,single,2020-08-21,day,1,2020
Sidonie,El Regreso de Abba,album,2020-10-02,day,23,2020
Sidonie,Verano del Amor (Alexander Som & Ley DJ Remix),single,2021-07-22,day,1,2021
Sidonie,Me Llamo Abba (with Kimberley Tell) [Innmir Remix],single,2021-11-11,day,1,2021
Sidonie,Mi Vida Es la Música (with Delaporte) [Remix],single,2021-11-25,day,1,2021
Sidonie,Me Faltas Mucho,single,2021-12-17,day,1,2021
Sidonie,Nirvana Internacional (Edu Martínez Remix),single,2022-01-27,day,1,2022
Sidonie,Covid (feat. Sidonie),single,2022-02-10,day,1,2022
Sidonie,"Solo Pienso en Ti - Tributo a Víctor Manuel (feat. Dani Martin, Iván Ferreiro, Jorge Drexler, Rozalén & Santi Balmes) [Versión 2022]",single,2022-07-07,day,1,2022
Sidonie,CEDÉ,single,2023-06-23,day,1,2023
Sidonie,No salgo más,single,2023-09-08,day,1,2023
Sidonie,Me gustas todo el rato,single,2023-10-06,day,1,2023
Sidonie,"Marc, Axel y Jes",album,2023-10-27,day,10,2023
Sidonie,Instante,single,2024-02-16,day,1,2024
Sidonie,La matanza de Texas,single,2024-06-10,day,1,2024
Sidonie,Catalan Graffiti,album,2025-11-14,day,12,2025
Ultraligera,Mierda de Fiesta,single,2021-10-15,day,1,2021
Ultraligera,Hasta el Fondo,single,2021-12-10,day,1,2021
Ultraligera,Recuerdos del Baile,single,2022-02-14,day,1,2022
Ultraligera,Si Tú Supieras,single,2022-03-31,day,1,2022
Ultraligera,Europa,single,2022-05-19,day,1,2022
Ultraligera,Mala Manía,single,2022-10-06,day,1,2022
Ultraligera,Amor Amor,single,2023-04-14,day,1,2023
Ultraligera,Europa,single,2023-12-08,day,6,2023
Ultraligera,La Basura,single,2024-05-10,day,1,2024
Ultraligera,Tú No Lo Ves,single,2024-06-21,day,1,2024
Ultraligera,Silla de Mimbre,single,2024-07-19,day,1,2024
Ultraligera,El Pueblo,single,2024-09-26,day,1,2024
Ultraligera,Matanza En El Hotel,single,2024-09-27,day,1,2024
Ultraligera,Nunca Nadie,single,2024-10-18,day,1,2024
Ultraligera,Pelo De Foca,single,2024-11-08,day,1,2024
Ultraligera,Mírame,single,2025-02-07,day,1,2025
Ultraligera,Pelo De Foca,album,2025-03-07,day,12,2025
Ultraligera,LAPSUS,single,2026-02-27,day,1,2026
Ultraligera,CUANDO TODO VAYA MAL,single,2026-03-27,day,1,2026
Ultraligera,TU PROBLEMA,single,2026-04-30,day,1,2026
Ultraligera,ALGUNA PELÍCULA,single,2026-06-19,day,1,2026
Vetusta Morla,Un Día en el Mundo,album,2008-04-21,day,12,2008
Vetusta Morla,Mapas,album,2011-04-21,day,12,2011
Vetusta Morla,Concierto Benéfico por el Conservatorio Narciso Yepes de Lorca (En Directo),album,2013-04-21,day,16,2013
Vetusta Morla,Los Ríos de Alice (Original Game Soundtrack),album,2013-04-21,day,14,2013
Vetusta Morla,La Deriva,album,2014-04-21,day,12,2014
Vetusta Morla,Golpe Maestro,single,2014-04-21,day,1,2014
Vetusta Morla,15151 (En Directo),album,2015-04-21,day,25,2015
Vetusta Morla,Puntos Suspensivos / Profetas de la Mañana,single,2015-04-21,day,2,2015
Vetusta Morla,Un Folio en Blanco,single,2015-04-21,day,1,2015
Vetusta Morla,Cuarteles de Invierno (#magasingle),single,2015-04-21,day,1,2015
Vetusta Morla,"Mismo Sitio, Distinto Lugar",album,2017-11-09,day,10,2017
Vetusta Morla,Palmeras en La Mancha - MSDL,single,2019-12-13,day,1,2019
Vetusta Morla,Punto Sin Retorno - MSDL,single,2020-01-10,day,1,2020
Vetusta Morla,"Mismo Sitio, Distinto Lugar - MSDL",single,2020-03-27,day,1,2020
Vetusta Morla,"Los Abrazos Prohibidos (feat. Alice Wonder, Andrés Suárez, Carlotta Cosials, Christina Rosenvinge, Dani Martin, Depedro, Eva Amaral, Ismael Serrano, Iván Ferreiro, Kase.O, Leiva, Luz Casal, Maika Makovski, Marwán, Nacho Vegas, Nina de Juan, Rozalén, Joaquín Sabina, Santi Balmes & Xoel López)",single,2020-05-08,day,1,2020
Vetusta Morla,Consejo de Sabios - MSDL,single,2020-05-19,day,1,2020
Vetusta Morla,MSDL- Canciones dentro de canciones,album,2020-05-22,day,10,2020
Vetusta Morla,Finisterre,single,2021-07-15,day,1,2021
Vetusta Morla,"Reina de las trincheras (La Hija, Banda Sonora Original)",single,2021-08-26,day,1,2021
Vetusta Morla,La Hija (Banda Sonora Original),album,2021-09-17,day,14,2021
Vetusta Morla,La Virgen de La Humanidad,single,2021-09-29,day,1,2021
Vetusta Morla,Cable a Tierra,album,2021-11-25,day,10,2021
Vetusta Morla,Bailando Hasta el Apagón (Directo Estadio Metropolitano),album,2022-12-16,day,37,2022
Vetusta Morla,FIGURANTES,album,2024-05-31,day,11,2024
Viva Suecia,Los Años,single,2014-07-16,day,1,2014
Viva Suecia,Viva Suecia,single,2014-10-28,day,5,2014
Viva Suecia,Bien por Ti,single,2015-12-04,day,1,2015
Viva Suecia,La Fuerza Mayor,album,2016-02-19,day,11,2016
Viva Suecia,Permiso o Perdón,single,2016-02-19,day,1,2016
Viva Suecia,A Dónde Ir,single,2016-12-02,day,1,2016
Viva Suecia,Hemos Ganado Tiempo,single,2017-02-10,day,1,2017
Viva Suecia,Otros Principios Fundamentales,album,2017-03-03,day,11,2017
Viva Suecia,A Dónde Ir (David Kano Remix),single,2017-05-26,day,1,2017
Viva Suecia,Casi Todo,single,2017-10-20,day,1,2017
Viva Suecia,Otros Principios Fundamentales (Edición Deluxe),album,2017-10-27,day,13,2017
Viva Suecia,Hoy Empieza Todo,single,2018-03-09,day,1,2018
Viva Suecia,Amar el Conflicto (todo Lo Que Importa),single,2018-06-01,day,1,2018
Viva Suecia,Lo Que Te Mereces,single,2019-06-14,day,1,2019
Viva Suecia,Algunos Tenemos Fe,single,2019-09-06,day,1,2019
Viva Suecia,El Milagro,album,2019-10-04,day,11,2019
Viva Suecia,La Voz Del Presidente,single,2021-05-20,day,1,2021
Viva Suecia,Parar La Tierra,single,2021-06-22,day,1,2021
Viva Suecia,No Hemos Aprendido Nada,single,2022-03-24,day,1,2022
Viva Suecia,Justo Cuando El Mundo Apriete,single,2022-05-26,day,1,2022
Viva Suecia,El Rey Desnudo,single,2022-07-20,day,1,2022
Viva Suecia,Lo Siento,single,2022-09-01,day,1,2022
Viva Suecia,El Bien,single,2022-10-03,day,1,2022
Viva Suecia,El Amor De La Clase Que Sea,album,2022-10-06,day,11,2022
Viva Suecia,Últimas Voluntades (Canción Original De La Película),single,2023-03-22,day,1,2023
Viva Suecia,La Voz Del Presidente (DJ Nano Remix),single,2023-09-28,day,1,2023
Viva Suecia,Hablar De Nada,single,2023-11-23,day,1,2023
Viva Suecia,El Amor De La Clase Que Sea (Edición Especial),album,2023-12-14,day,16,2023
Viva Suecia,Alegría De Vivir,single,2024-04-14,day,1,2024
Viva Suecia,La Orilla,single,2024-04-18,day,1,2024
Viva Suecia,Dolor y Gloria,single,2025-02-20,day,1,2025
Viva Suecia,Deja Encendida Una Luz,single,2025-04-24,day,1,2025
Viva Suecia,Sangre,single,2025-06-12,day,1,2025
Viva Suecia,Querer,single,2025-09-11,day,1,2025
Viva Suecia,Hecho En Tiempos De Paz,album,2025-10-09,day,11,2025
Viva Suecia,Dolor y Gloria,single,2026-05-14,day,1,2026
Viva Suecia,Querer (DJ Nano Remix),single,2026-07-23,day,1,2026
